"","Jdate","basin_id","term","estimate","std.error","statistic.x","p.value.x","r.squared","adj.r.squared","sigma","statistic.y","p.value.y","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"368",184,"ShopeFork","regression coefficient",0.0226654978698176,0.000624771731921323,36.278046383622,3.83185002948393e-23,0.981358539661584,0.980612881248048,33.7030268014182,NA,NA,NA,-127.839811476493,259.679622952985,262.195816029028,28397.3503894278,25,26
"369",185,"BallCreek","regression coefficient",0.0188217477761251,0.00056367401246595,33.3911930652685,1.20471256736395e-17,0.984112578611439,0.983229944089852,66.2163814657311,NA,NA,NA,-106.111823372252,216.223646744504,218.112524702837,78922.9651394738,18,19
"370",185,"ShopeFork","regression coefficient",0.0220338589569013,0.000557339950099334,39.5339665727788,4.63084228795769e-24,0.984256277701829,0.983626528809903,30.0654500131328,NA,NA,NA,-124.87032607438,253.74065214876,256.256845224803,22598.2821123046,25,26
"371",186,"BallCreek","regression coefficient",0.018706835392725,0.000586966519983677,31.8703618619428,2.75126129442465e-17,0.982587160347316,0.981619780366612,68.9526182426223,NA,NA,NA,-106.881165483847,217.762330967694,219.651208926027,85580.3441252307,18,19
"372",186,"ShopeFork","regression coefficient",0.0217585524549035,0.000567315332232936,38.3535420579283,9.76429846002002e-24,0.983288705133997,0.982620253339357,30.6035674634362,NA,NA,NA,-125.331563826649,254.663127653299,257.179320729341,23414.4585372273,25,26
"373",187,"BallCreek","regression coefficient",0.0183538767671437,0.000551012133263925,33.3093876870267,1.25825446489842e-17,0.984035693466036,0.983148787547483,64.7289546822142,NA,NA,NA,-105.680157375985,215.360314751969,217.249192710302,75417.0763365384,18,19
"374",187,"ShopeFork","regression coefficient",0.021319448247629,0.000540469573178272,39.4461581292327,4.89142219597074e-24,0.9841872171869,0.983554705874376,29.155385206308,NA,NA,NA,-124.071163152904,252.142326305808,254.658519381851,21250.9121632051,25,26
"375",188,"BallCreek","regression coefficient",0.0180588841926971,0.000531142303448802,34.0000863712749,8.74405205510906e-18,0.984667879088111,0.983816094593006,62.3947895413707,NA,NA,NA,-104.98234717686,213.96469435372,215.853572312053,70075.975714415,18,19
"376",188,"ShopeFork","regression coefficient",0.0209558102780451,0.000529346394363007,39.5880854223299,4.4774647281977e-24,0.984298617754733,0.983670562464923,28.5553503862706,NA,NA,NA,-123.53048498036,251.060969960721,253.577163036764,20385.2008920671,25,26
"377",189,"BallCreek","regression coefficient",0.0177687360160192,0.000511814300094153,34.7171542740218,6.0379198850964e-18,0.985285471670152,0.984467997874049,60.1242742882312,NA,NA,NA,-104.278053036576,212.556106073151,214.444984031484,65068.7104563563,18,19
"378",189,"ShopeFork","regression coefficient",0.020597295938228,0.000518135264891725,39.7527389735423,4.04247019926934e-24,0.984426395386016,0.983803451201457,27.9505711081128,NA,NA,NA,-122.973911039891,249.947822079781,252.464015155824,19530.8606317418,25,26
"379",190,"BallCreek","regression coefficient",0.0174834025172334,0.000493026044220534,35.4614177530404,4.14325876235742e-18,0.985888021518786,0.985104022714274,57.9171646991964,NA,NA,NA,-103.567455631211,211.134911262422,213.023789220755,60379.1634022891,18,19
"380",190,"ShopeFork","regression coefficient",0.0202465230020728,0.000507994785119341,39.8557693802239,3.79283307588247e-24,0.984505563413676,0.983885785950223,27.4035475408062,NA,NA,NA,-122.460017002269,248.920034004539,251.436227080582,18773.8604455307,25,26
"381",191,"BallCreek","regression coefficient",0.0171785267285877,0.000478810229274218,35.8775265821429,3.36787198120255e-18,0.986208977502383,0.985442809585849,56.2471926860935,NA,NA,NA,-103.011560037511,210.023120075022,211.911998033355,56947.4403311976,18,19
"382",191,"ShopeFork","regression coefficient",0.019919266314983,0.000493270360975935,40.3820458127116,2.7455774977629e-24,0.984900734019229,0.984296763379998,26.6092451801431,NA,NA,NA,-121.695259275015,247.39051855003,249.906711626073,17701.2982264243,25,26
"383",192,"BallCreek","regression coefficient",0.0168530078912133,0.000472466208223484,35.6702926005697,3.7328767572058e-18,0.98605051020277,0.985275538547368,55.5019425794152,NA,NA,NA,-102.758135938666,209.516271877331,211.405149835664,55448.3813415967,18,19
"384",192,"ShopeFork","regression coefficient",0.0195983134285543,0.000479004285863082,40.9146932646783,1.98793155045102e-24,0.985285567046296,0.984696989728148,25.8396682493801,NA,NA,NA,-120.932214437157,245.864428874314,248.380621950357,16692.2113809506,25,26
"385",193,"BallCreek","regression coefficient",0.0168118791407245,0.000466618860142448,36.0291462192338,3.12477790296266e-18,0.986323221247087,0.985563400205258,54.815038052093,NA,NA,NA,-102.521520421854,209.043040843708,210.93191880204,54084.3911397432,18,19
"386",193,"ShopeFork","regression coefficient",0.0194330429495256,0.000493450155667877,39.3819775438581,5.09149443843139e-24,0.984136453458287,0.983501911596618,26.6189441229917,NA,NA,NA,-121.704734424185,247.40946884837,249.925661924413,17714.2046555738,25,26
"387",194,"BallCreek","regression coefficient",0.0166346597865395,0.000488825267127496,34.0298689637924,8.60929786553233e-18,0.984694293794554,0.98384397678314,57.4236875256998,NA,NA,NA,-103.404874493209,210.809748986418,212.698626944751,59354.6380028859,18,19
"388",194,"ShopeFork","regression coefficient",0.0192681403126245,0.000507418003022406,37.9729142400446,1.24787159004729e-23,0.982957747258659,0.982276057149005,27.3724332930284,NA,NA,NA,-122.430479583974,248.860959167947,251.37715224399,18731.2526095322,25,26
"389",195,"BallCreek","regression coefficient",0.0164601656599499,0.000510649942834738,32.2337560023518,2.25087475560442e-17,0.982970913793165,0.982024853448341,59.9874939457873,NA,NA,NA,-104.234779547757,212.469559095514,214.358437053847,64772.9897381256,18,19
"390",195,"ShopeFork","regression coefficient",0.0191051671687982,0.000521303322897365,36.6488497763896,2.98510435068378e-23,0.981726992065593,0.980996071748216,28.1214705557305,NA,NA,NA,-123.132399986079,250.264799972158,252.780993048201,19770.4276554205,25,26
"391",196,"BallCreek","regression coefficient",0.0162883495108049,0.000532080161300867,30.6125856505945,5.60891279064991e-17,0.981154405727272,0.980107428267676,62.5049623574303,NA,NA,NA,-105.0158666037,214.0317332074,215.920611165733,70323.665747468,18,19
"392",196,"ShopeFork","regression coefficient",0.0189440994201879,0.000535094663629063,35.4032673241539,6.97507555110045e-23,0.980444172866301,0.979661939780953,28.8654381563109,NA,NA,NA,-123.811301757708,251.622603515416,254.138796591459,20830.3379988952,25,26
"393",197,"BallCreek","regression coefficient",0.0161185179458576,0.000552822461111174,29.1567710788368,1.32621202295276e-16,0.979265474832359,0.97811355676749,64.9416190177351,NA,NA,NA,-105.742478778325,215.48495755665,217.373835514982,75913.4498516037,18,19
"394",197,"ShopeFork","regression coefficient",0.0187849133631186,0.000548783253248002,34.230114078626,1.59331215408228e-22,0.979109229405044,0.978273598581246,29.6038628948661,NA,NA,NA,-124.468058848853,252.936117697705,255.452310773748,21909.7174574507,25,26
"395",198,"BallCreek","regression coefficient",0.0157814506274096,0.000618517741485425,25.5149522300025,1.38720837509942e-15,0.973094684673124,0.971599944932742,72.6590295237273,NA,NA,NA,-107.875969264529,219.751938529059,221.640816487392,95028.0222839379,18,19
"396",198,"ShopeFork","regression coefficient",0.0185700136316054,0.000575774497561572,32.2522336613555,6.83481425694287e-22,0.976530373957664,0.97559158891597,31.0598932880888,NA,NA,NA,-125.716384525489,255.432769050977,257.94896212702,24117.9242766867,25,26
"397",199,"BallCreek","regression coefficient",0.0154594826740534,0.00068070011259708,22.7111504581228,1.06179565789687e-14,0.96627927518245,0.964405901581475,79.9637686369604,NA,NA,NA,-109.696092689758,223.392185379516,225.281063337849,115095.677303256,18,19
"398",199,"ShopeFork","regression coefficient",0.0183595437072875,0.000602314063455624,30.4816786145658,2.71082918876491e-21,0.973798194754767,0.972750122544958,32.4915580944887,NA,NA,NA,-126.888020513379,257.776041026757,260.2922341028,26392.5336851884,25,26
"399",200,"BallCreek","regression coefficient",0.0151517225363766,0.000739207394609816,20.4972550962836,6.30111795326459e-14,0.958917003504574,0.956634614810383,86.8367846330854,NA,NA,NA,-111.262769570627,226.525539141254,228.414417099587,135731.288977431,18,19
"400",200,"ShopeFork","regression coefficient",0.0181533838272501,0.000628325738295902,28.8916762768375,9.98358341007692e-21,0.970921067896015,0.969757910611856,33.8947460581882,NA,NA,NA,-127.987293082193,259.974586164387,262.49077924043,28721.3452587265,25,26
"401",201,"BallCreek","regression coefficient",0.0148573298543179,0.000794078200318983,18.7101595892567,3.03480352860875e-13,0.9510962684109,0.948379394433728,93.282613466448,NA,NA,NA,-112.623234582093,229.246469164186,231.135347122519,156629.627552353,18,19
"402",201,"ShopeFork","regression coefficient",0.0179507219181021,0.000653758315706459,27.4577339772793,3.43336258109602e-20,0.967904572546789,0.96662075544866,35.2666948745362,NA,NA,NA,-129.018947387951,262.037894775901,264.554087851944,31093.4941843409,25,26
"403",202,"BallCreek","regression coefficient",0.0145755203363201,0.00084544124739718,17.2401339314743,1.22924279545856e-12,0.942897426090004,0.939725060872783,99.3163759663249,NA,NA,NA,-113.814092487625,231.62818497525,233.517062933582,177547.365631519,18,19
"404",202,"ShopeFork","regression coefficient",0.0177523355542961,0.000677767046680866,26.1923851878491,1.07493684239519e-19,0.964840285540051,0.963433896961653,36.5618349427497,NA,NA,NA,-129.956660908221,263.913321816443,266.429514892486,33419.1943595218,25,26
"405",203,"BallCreek","regression coefficient",0.0143055725476519,0.000893474004808327,16.011179363546,4.30619119208508e-12,0.934392257989472,0.930747383433331,104.958919914152,NA,NA,NA,-114.864005187946,233.728010375892,235.616888334225,198294.747651818,18,19
"406",203,"ShopeFork","regression coefficient",0.0175556297591669,0.000701527044301798,25.024879513575,3.22802466416478e-19,0.961611965451001,0.960076444069041,37.843557203386,NA,NA,NA,-130.852511993459,265.705023986919,268.221217062962,35803.3705451488,25,26
"407",204,"BallCreek","regression coefficient",0.0140468156990805,0.000938367627595623,14.9694163417302,1.33380028541831e-11,0.925645467241342,0.921514659865861,110.232700833832,NA,NA,NA,-115.795471804919,235.590943609839,237.479821568172,218722.46999618,18,19
"408",204,"ShopeFork","regression coefficient",0.0173603476944906,0.00072441198669254,23.9647438383137,9.13689914019035e-19,0.958285288221877,0.956616699750752,39.0780750077883,NA,NA,NA,-131.687133366263,267.374266732525,269.890459808568,38177.3986578582,25,26
"409",205,"BallCreek","regression coefficient",0.0137986213957606,0.000980320226124942,14.0756265432821,3.71829405145447e-11,0.916714194554407,0.912087205362986,115.160991310704,NA,NA,NA,-116.626483931468,237.252967862935,239.141845821268,238716.970553953,18,19
"410",205,"ShopeFork","regression coefficient",0.0171699579726365,0.000746616538601897,22.9970233512222,2.45256427796132e-18,0.954862490809397,0.953056990441773,40.2758894572564,NA,NA,NA,-132.472110941222,268.944221882444,271.460414958487,40553.6817893284,25,26
"411",206,"BallCreek","regression coefficient",0.0135604025959141,0.00101952631313649,13.3006891741682,9.46477071133216e-11,0.907648894388461,0.902518277410042,119.766641306839,NA,NA,NA,-117.371552209268,238.743104418536,240.631982376869,258192.870658579,18,19
"412",206,"ShopeFork","regression coefficient",0.0169830082803674,0.000768116844489999,22.1099281993269,6.27258516903662e-18,0.951347567768089,0.949401470478813,41.4357136755465,NA,NA,NA,-133.210254703738,270.420509407475,272.936702483518,42922.9591950467,25,26
"413",207,"BallCreek","regression coefficient",0.0133338189311256,0.00105597513161655,12.6270198339931,2.21326538344715e-10,0.898558190592839,0.892922534514663,124.048387165394,NA,NA,NA,-118.038955991559,240.077911983117,241.96678994145,276984.042450038,18,19
"414",207,"ShopeFork","regression coefficient",0.0167834608887587,0.000794113409297499,21.1348413114015,1.83314607174771e-17,0.946998135213513,0.944878060622054,42.8380865354029,NA,NA,NA,-134.075649651753,272.151299303505,274.667492379548,45877.5414503667,25,26
"415",208,"BallCreek","regression coefficient",0.013116079766307,0.00109006661770063,12.0323653190792,4.83230077694465e-10,0.889419820624791,0.883276477326168,128.053210516042,NA,NA,NA,-118.642665338005,241.285330676011,243.174208634344,295157.245022382,18,19
"416",208,"ShopeFork","regression coefficient",0.0164832090507726,0.000855141500025321,19.275417051195,1.61187737214376e-16,0.936954928466426,0.934433125605083,46.1302191213538,NA,NA,NA,-136.000707031021,276.001414062041,278.517607138084,53199.9279046028,25,26
"417",209,"BallCreek","regression coefficient",0.0126890619710177,0.00106742351192257,11.8875608690342,5.8714619882319e-10,0.887015652637404,0.880738744450594,125.393260799343,NA,NA,NA,-118.243836346152,240.487672692303,242.376550650636,283022.457370057,18,19
"418",209,"ShopeFork","regression coefficient",0.0160448454045374,0.000807975641557174,19.8580805896759,7.99999114024322e-17,0.940382984198346,0.93799830356628,43.5858783472036,NA,NA,NA,-134.525595968394,273.051191936789,275.567385012831,47493.2197824308,25,26
"419",210,"BallCreek","regression coefficient",0.0122431922909966,0.00103708839657377,11.805350760306,6.56347037304875e-10,0.885617192193858,0.879262591760183,121.829708949657,NA,NA,NA,-117.696054114965,239.39210822993,241.280986188263,267164.603689646,18,19
"420",210,"ShopeFork","regression coefficient",0.0156929614764551,0.000732742654191931,21.4167435001601,1.33840663402071e-17,0.948312603126619,0.946245107251683,39.52746907551,NA,NA,NA,-131.984424688378,267.968849376756,270.485042452799,39060.520287885,25,26
"421",211,"BallCreek","regression coefficient",0.0118843579471763,0.00102492315254956,11.5953648989324,8.74852660981861e-10,0.881930427389211,0.875371006688612,120.400623305976,NA,NA,NA,-117.471863015425,238.94372603085,240.832603989183,260933.581664417,18,19
"422",211,"ShopeFork","regression coefficient",0.0153615044120535,0.000712775254103255,21.5516803138457,1.1528426317376e-17,0.948924860587724,0.946881855011233,38.4503367630833,NA,NA,NA,-131.266086406235,266.53217281247,269.048365888513,36960.7099298628,25,26
"423",212,"BallCreek","regression coefficient",0.011782893672509,0.00107288835201549,10.9824043204254,2.07253878829658e-09,0.870142241898942,0.862927922004438,126.035231030788,NA,NA,NA,-118.340861634058,240.681723268115,242.570601226448,285927.830297713,18,19
"424",212,"ShopeFork","regression coefficient",0.0155234006358592,0.000775044295446832,20.0290496002032,6.53603100970837e-17,0.94133697646993,0.938990455528727,41.8094118653568,NA,NA,NA,-133.443691031458,270.887382062915,273.403575138958,43700.6730131759,25,26
"425",213,"BallCreek","regression coefficient",0.0116895574634236,0.00112019277541246,10.4353087432826,4.61741707184451e-09,0.858151186693919,0.850270697065803,131.592215520754,NA,NA,NA,-119.160642955533,242.321285911066,244.210163869399,311697.201341889,18,19
"426",213,"ShopeFork","regression coefficient",0.0157010864935347,0.000836971894001395,18.7593951553987,3.04511657974741e-16,0.933672031637714,0.931018912903222,45.1500679917366,NA,NA,NA,-135.44231902234,274.884638044679,277.400831120722,50963.2159914609,25,26
"427",214,"BallCreek","regression coefficient",0.0118199685685309,0.00111820022315668,10.5705296097716,3.77725676487225e-09,0.86125680883798,0.853548853773423,131.35814476826,NA,NA,NA,-119.12681645332,242.25363290664,244.142510864973,310589.319545264,18,19
"428",214,"ShopeFork","regression coefficient",0.0158594807044067,0.000904403988006903,17.5358367662192,1.46577052861059e-15,0.924813289840724,0.921805821434353,48.7876616206199,NA,NA,NA,-137.45694616877,278.91389233754,281.430085413583,59505.8981602026,25,26
"429",215,"BallCreek","regression coefficient",0.01195425772688,0.00111677746992016,10.7042432793121,3.10264538835481e-09,0.864233759965199,0.856691191074377,131.191009919114,NA,NA,NA,-119.102626220702,242.205252441405,244.094130399738,309799.459504747,18,19
"430",215,"ShopeFork","regression coefficient",0.0160272993851804,0.000974342693779254,16.4493452740064,6.41412827520928e-15,0.91542080381368,0.912037635966227,52.5604732807333,NA,NA,NA,-139.393606438944,282.787212877888,285.303405953931,69065.083787367,25,26
"431",216,"BallCreek","regression coefficient",0.0120922443777214,0.00111591285767108,10.8361905632649,2.55971154882626e-09,0.867083164939893,0.859698896325443,131.089441471326,NA,NA,NA,-119.087910670274,242.175821340548,244.06469929888,309319.949974754,18,19
"432",216,"ShopeFork","regression coefficient",0.0162542973242532,0.00104035377383244,15.6238173331903,2.08172120455004e-14,0.907098999504003,0.903382959484163,56.1214109585333,NA,NA,NA,-141.097984907335,286.195969814669,288.712162890712,78740.3191994146,25,26
"433",217,"BallCreek","regression coefficient",0.0122341169838271,0.00111556638706632,10.9667314519936,2.119760313785e-09,0.869819163168596,0.86258689445574,131.048740588858,NA,NA,NA,-119.08201060057,242.16402120114,244.052899159473,309127.903378663,18,19
"434",217,"ShopeFork","regression coefficient",0.0164902780002409,0.00110834280139929,14.8783192162405,6.30361960816466e-14,0.898524292651478,0.894465264357537,59.7890481149735,NA,NA,NA,-142.743917651972,289.487835303945,292.004028379988,89368.2568623653,25,26
"435",218,"BallCreek","regression coefficient",0.0123799704857444,0.00111570542370397,11.0960924117809,1.76134678403601e-09,0.87245193222366,0.865365928458308,131.065073616162,NA,NA,NA,-119.084378484309,242.168756968617,244.05763492695,309204.963396178,18,19
"436",218,"ShopeFork","regression coefficient",0.0167073480902257,0.00118198184647524,14.1350293492647,1.99093109209119e-13,0.88878956794167,0.884341150659336,63.7614728951301,NA,NA,NA,-144.416410097879,292.832820195758,295.349013271801,101638.13564391,25,26
"437",219,"BallCreek","regression coefficient",0.012529756698305,0.00111631712049621,11.2241911086479,1.46854183708522e-09,0.874984777698084,0.8680394875702,131.136931369475,NA,NA,NA,-119.094792572082,242.189585144164,244.078463102497,309544.105842042,18,19
"438",219,"ShopeFork","regression coefficient",0.0168097582552468,0.00127452060843166,13.1890831297988,9.23426253080104e-13,0.874341495279428,0.869315155090605,68.7534343028522,NA,NA,NA,-146.376226501001,296.752453002002,299.268646078045,118175.868210915,25,26
"439",220,"BallCreek","regression coefficient",0.0126837490003196,0.00111735639217689,11.3515697311298,1.22758390199175e-09,0.87743273496024,0.870623442458031,131.259017554987,NA,NA,NA,-119.112473010379,242.224946020757,244.11382397909,310120.734411007,18,19
"440",220,"ShopeFork","regression coefficient",0.0169761764570068,0.00136257407834123,12.4589016676974,3.19951697623924e-12,0.861283913412568,0.855735269949071,73.5034386719584,NA,NA,NA,-148.113169526529,300.226339053057,302.7425321291,135068.887415059,25,26
"441",221,"BallCreek","regression coefficient",0.0128420180585063,0.00111880153217813,11.4783701033237,1.02856824732844e-09,0.879802058212868,0.87312439478025,131.42878224074,NA,NA,NA,-119.137030903671,242.274061807343,244.162939765676,310923.446423111,18,19
"442",221,"ShopeFork","regression coefficient",0.0171297025399613,0.00145641524491746,11.7615512469674,1.10313404641925e-11,0.846939482463974,0.840817061762533,78.5656577042899,NA,NA,NA,-149.844834248249,303.689668496499,306.205861572542,154314.064262691,25,26
"443",222,"BallCreek","regression coefficient",0.0130049841550018,0.00112057519488108,11.6056327272013,8.62564598110717e-10,0.88211463629798,0.875565449425646,131.637139417997,NA,NA,NA,-119.167128205296,242.334256410592,244.223134368925,311910.056534755,18,19
"444",222,"ShopeFork","regression coefficient",0.0173761223081848,0.00154076407024521,11.2776009278432,2.68604639494301e-11,0.835725479934714,0.829154499132103,83.1158167070782,NA,NA,NA,-151.308643038718,306.617286077436,309.133479153479,172705.974672115,25,26
"445",223,"BallCreek","regression coefficient",0.0131722815971607,0.00112273816935587,11.7322826966129,7.25040373903607e-10,0.8843532945411,0.877928477571161,131.891230150859,NA,NA,NA,-119.203767337761,242.407534675522,244.296412633855,313115.338632725,18,19
"446",223,"ShopeFork","regression coefficient",0.0176385786407773,0.00162564724341835,10.8501882632837,6.02596337510839e-11,0.824839920755326,0.817833517585539,87.6948008612524,NA,NA,NA,-152.702960566645,309.405921133291,311.922114209333,192259.452452368,25,26
"447",224,"BallCreek","regression coefficient",0.0131624925403805,0.00115595850864406,11.3866479133582,1.16878408824616e-09,0.878094825874868,0.871322316201249,135.793717422011,NA,NA,NA,-119.757795590098,243.515591180196,245.404469138529,331918.806443202,18,19
"448",224,"ShopeFork","regression coefficient",0.0179377882506945,0.00170664604860857,10.5105497799729,1.16278431685968e-10,0.815459553583572,0.808077935726915,92.0642445520126,NA,NA,NA,-153.967185328315,311.93437065663,314.450563732673,211895.62812332,25,26
"449",225,"BallCreek","regression coefficient",0.0131798728799785,0.00118662846005701,11.1069920565914,1.73420143992197e-09,0.872670284038489,0.865596410929516,139.396603411754,NA,NA,NA,-120.255333041766,244.510666083531,246.399544041864,349765.434769208,18,19
"450",225,"ShopeFork","regression coefficient",0.0182473948847114,0.00179037512512342,10.1919394593094,2.18160944502107e-10,0.806014527252305,0.798255108342397,96.5809714870803,NA,NA,NA,-155.212457813595,314.42491562719,316.941108703233,233197.101334706,25,26
"451",226,"BallCreek","regression coefficient",0.0132434501091875,0.00121079734423067,10.9377924987128,2.20993853161575e-09,0.869219601516033,0.861954023822479,142.2357906346,NA,NA,NA,-120.638430909423,245.276861818846,247.165739777179,364158.362474096,18,19
"452",226,"ShopeFork","regression coefficient",0.0185704083327682,0.00187647046122643,9.89645652115985,3.95426926042963e-10,0.796648526418861,0.788514467475616,101.225345218961,NA,NA,NA,-156.433611072765,316.86722214553,319.383415221573,256164.262867446,25,26
"453",227,"BallCreek","regression coefficient",0.0132773208948208,0.00124218654463714,10.6886690667699,3.17426623305336e-09,0.863891717641757,0.856330146399632,145.923168839117,NA,NA,NA,-121.124718133795,246.249436267591,248.138314225924,383284.281672889,18,19
"454",227,"ShopeFork","regression coefficient",0.0189041017583887,0.00196538487150748,9.6185241030623,6.98803202787976e-10,0.787263021713266,0.778753542581796,106.02179262467,NA,NA,NA,-157.637293850608,319.274587701215,321.790780777258,281015.512783714,25,26
"455",228,"BallCreek","regression coefficient",0.0133122252916311,0.00127518959259376,10.4394086722067,4.589256488223e-09,0.858246792227621,0.850371614018045,149.800130282606,NA,NA,NA,-121.622930403889,247.245860807779,249.134738766112,403921.422588344,18,19
"456",228,"ShopeFork","regression coefficient",0.0192458312748165,0.00205764925429886,9.35330996505257,1.21427058950389e-09,0.777746973117781,0.768856852042493,110.99895277318,NA,NA,NA,-158.83007252892,321.66014505784,324.176338133883,308019.187918565,25,26
"457",229,"BallCreek","regression coefficient",0.0133154658418916,0.00130043049659263,10.23927528367,6.19908968475519e-09,0.853471216016284,0.845330728017189,152.765250708182,NA,NA,NA,-121.995339775544,247.990679551087,249.87955750942,420069.992830806,18,19
"458",229,"ShopeFork","regression coefficient",0.01880709256421,0.0019906182765796,9.44786490985377,9.96124620239081e-10,0.781204889777006,0.772453085368086,107.382997179847,NA,NA,NA,-157.968980861462,319.937961722924,322.454154798967,288277.702083173,25,26
"459",230,"BallCreek","regression coefficient",0.0134199976337922,0.00130734253863658,10.2650967418132,5.9617799218442e-09,0.854100045409177,0.845994492376354,153.577227848457,NA,NA,NA,-122.096061045845,248.192122091691,250.081000050024,424547.368445105,18,19
"460",230,"ShopeFork","regression coefficient",0.0185190344824878,0.00190339950086074,9.72945221122167,5.56093715060983e-10,0.791078623206763,0.782721768135034,102.678020009065,NA,NA,NA,-156.804082482407,317.608164964815,320.124358040858,263569.394824548,25,26
"461",231,"BallCreek","regression coefficient",0.0135291098684265,0.00131594192387906,10.2809323291002,5.82096565729660e-09,0.854483802190484,0.846399568978844,154.587421969516,NA,NA,NA,-122.220629240564,248.441258481127,250.33013643946,430150.878561259,18,19
"462",231,"ShopeFork","regression coefficient",0.0181681822600429,0.00182973479060688,9.92940744927133,3.69852767763701e-10,0.797723388540696,0.789632324082324,98.7042107325637,NA,NA,NA,-155.777850386293,315.555700772587,318.07189384863,243563.030408459,25,26
"463",232,"BallCreek","regression coefficient",0.0136430989237072,0.00132654859388698,10.2846582376081,5.78834262887225e-09,0.854573887629529,0.846494659164503,155.833417512672,NA,NA,NA,-122.373157933548,248.746315867095,250.635193825428,437112.972246218,18,19
"464",232,"ShopeFork","regression coefficient",0.0178572295347482,0.00175298090115933,10.1867792871778,2.20418136027694e-10,0.805856113097857,0.798090357621771,94.5637570900648,NA,NA,NA,-154.663664007748,313.327328015496,315.843521091538,223557.60387472,25,26
"465",233,"BallCreek","regression coefficient",0.0137622569715708,0.00133952492000196,10.2739835340657,5.88232262237698e-09,0.854315582379469,0.846222003622773,157.357783264952,NA,NA,NA,-122.5581131809,249.116226361801,251.005104320133,445706.495173071,18,19
"466",233,"ShopeFork","regression coefficient",0.0175343234035826,0.00168173637701489,10.4263210591343,1.37158446965807e-10,0.813025637512221,0.80554666301271,90.7205036520287,NA,NA,NA,-153.584900776111,311.169801552222,313.685994628265,205755.244571944,25,26
"467",234,"BallCreek","regression coefficient",0.0138868898383162,0.00135527523348808,10.2465458640274,6.13128638403056e-09,0.853648663395345,0.845518033583976,159.208017164222,NA,NA,NA,-122.780214521888,249.560429043776,251.449307002109,456249.469128537,18,19
"468",234,"ShopeFork","regression coefficient",0.0172550547646239,0.00160659114480221,10.7401654866884,7.44477398717271e-11,0.821875352171195,0.814750366258043,86.6668282921107,NA,NA,NA,-152.39638398095,308.792767961899,311.308961037942,187778.478155355,25,26
"469",235,"BallCreek","regression coefficient",0.0139592896037967,0.00138754565575531,10.0604182254442,8.1396049934312e-09,0.849008507913397,0.840620091686364,162.998914994616,NA,NA,NA,-123.227320870708,250.454641741417,252.34351969975,478235.633209596,18,19
"470",235,"ShopeFork","regression coefficient",0.0168934277662695,0.00154894308238952,10.9064225524726,5.41167784798551e-11,0.826328650128609,0.819381796133753,83.5570297956747,NA,NA,NA,-151.446296739848,306.892593479695,309.408786555738,174544.430706882,25,26
"471",236,"BallCreek","regression coefficient",0.0140386871720132,0.00142350919150655,9.86202776615411,1.10552180314536e-08,0.843830784573349,0.835154717049646,167.223653317646,NA,NA,NA,-123.713504528082,251.427009056165,253.315887014498,503347.504120203,18,19
"472",236,"ShopeFork","regression coefficient",0.0165222039007878,0.00148854827164276,11.0995418929571,3.75138280189578e-11,0.831308848595786,0.824561202539617,80.2990592101539,NA,NA,NA,-150.412238120919,304.824476241838,307.340669317881,161198.472750895,25,26
"473",237,"BallCreek","regression coefficient",0.0141256297698535,0.00146361678488027,9.65118049736567,1.53802693090045e-08,0.838049810199532,0.829052577432839,171.935205817446,NA,NA,NA,-124.241429742876,252.482859485753,254.371737444086,532110.869990776,18,19
"474",237,"ShopeFork","regression coefficient",0.016172709295188,0.00143312826394485,11.2849001042453,2.64971893869658e-11,0.835903059006789,0.82933918136706,77.3094521115201,NA,NA,NA,-149.425754478837,302.851508957674,305.367702033717,149418.784644586,25,26
"475",238,"BallCreek","regression coefficient",0.0142205347994456,0.00150830751701058,9.42814024266761,2.19300920504821e-08,0.831602311805776,0.822246884683875,177.185152597461,NA,NA,NA,-124.812903197256,253.625806394512,255.514684352845,565102.40941774,18,19
"476",238,"ShopeFork","regression coefficient",0.0158582297594942,0.0013859383821287,11.4422329044218,1.97863529803645e-11,0.839666191515448,0.833252839176066,74.7638154087931,NA,NA,NA,-148.555217026937,301.110434053875,303.626627129918,139740.702362002,25,26
"477",239,"BallCreek","regression coefficient",0.0138832907834611,0.00145570454883584,9.53716246511961,1.84254359659767e-08,0.834797922994881,0.82562002982793,171.005733057344,NA,NA,NA,-124.138438098065,252.27687619613,254.165754154463,526373.293292632,18,19
"478",239,"ShopeFork","regression coefficient",0.0155359551271586,0.00133664045992601,11.6231369563799,1.41910795965876e-11,0.843844974176485,0.837598773143545,72.1044614265924,NA,NA,NA,-147.613546530337,299.227093060675,301.743286136718,129976.333940474,25,26
"479",240,"BallCreek","regression coefficient",0.0135519523159213,0.00140453066056046,9.64874081888222,1.54395949096409e-08,0.837981172522711,0.828980126551751,164.99419157736,NA,NA,NA,-123.458488672492,250.916977344983,252.805855303316,490015.498576801,18,19
"480",240,"ShopeFork","regression coefficient",0.0152727571213952,0.00130044152748821,11.7442859202554,1.13821205531669e-11,0.846558225922278,0.84042055495917,70.1517264870936,NA,NA,NA,-146.899703450145,297.79940690029,300.315599976333,123031.618228,25,26
