"","Jdate","basin_id","term","estimate","std.error","statistic.x","p.value.x","r.squared","adj.r.squared","sigma","statistic.y","p.value.y","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"297",149,"BallCreek","regression coefficient",0.0283731153136279,0.00139349960505128,20.3610501293137,7.07114232888815e-14,0.958388464992432,0.956076713047567,163.698342268342,NA,NA,NA,-123.308675324772,250.617350649543,252.506228607876,482348.650705261,18,19
"298",149,"ShopeFork","regression coefficient",0.0319576591066403,0.00104730708851725,30.5141247080503,2.6414499778242e-21,0.973852430411536,0.972806527627997,56.496504355381,NA,NA,NA,-141.271180519304,286.542361038608,289.058554114651,79796.3751094396,25,26
"299",150,"BallCreek","regression coefficient",0.0279824467981542,0.00142613307716349,19.621203130503,1.33960224339319e-13,0.95533405795276,0.952852616727914,167.531888591474,NA,NA,NA,-123.748494071942,251.496988143883,253.385866102216,505204.806510471,18,19
"300",150,"ShopeFork","regression coefficient",0.0315252032410574,0.00109074833110348,28.9023621142414,9.89427320144181e-21,0.970941941461698,0.969779619120166,58.8399224205173,NA,NA,NA,-142.327867600838,288.655735201675,291.171928277718,86553.4117613124,25,26
"301",151,"BallCreek","regression coefficient",0.0275992441111729,0.00145779032159788,18.9322454006427,2.47814028682675e-13,0.952182333977153,0.949525796975884,171.250754686526,NA,NA,NA,-124.165642325985,252.33128465197,254.220162610302,527882.777652683,18,19
"302",151,"ShopeFork","regression coefficient",0.0310891260052835,0.00113616625610342,27.3631837226942,3.73258629647662e-20,0.967689564371848,0.966397146946722,61.2899717190512,NA,NA,NA,-143.388554730125,290.777109460251,293.293302536294,93911.5158330524,25,26
"303",152,"BallCreek","regression coefficient",0.0272231662127705,0.00148851604527118,18.2887959449647,4.48473866713252e-13,0.948933281084757,0.946096241145021,174.860192401529,NA,NA,NA,-124.561941856146,253.123883712291,255.012761670624,550369.563960598,18,19
"304",152,"ShopeFork","regression coefficient",0.0306876112920433,0.00117586170928704,26.097976530463,1.1728868353064e-19,0.964594469678901,0.963178248466057,63.4313248792332,NA,NA,NA,-144.281435982344,292.562871964688,295.079065040731,100588.324398371,25,26
"305",153,"BallCreek","regression coefficient",0.0268541838859269,0.00151827358848812,17.6873154413942,7.94435208064236e-13,0.945593221330296,0.942570622515312,178.355895218332,NA,NA,NA,-124.938031872723,253.876063745445,255.764941703778,572594.856464387,18,19
"306",153,"ShopeFork","regression coefficient",0.0303883414773138,0.00119635830401422,25.4007025949916,2.25419686271118e-19,0.962697462418048,0.96120536091477,64.5370043556452,NA,NA,NA,-144.730740618381,293.461481236761,295.977674312804,104125.623280014,25,26
"307",154,"BallCreek","regression coefficient",0.0263782736117321,0.00157338865097758,16.7652624132905,1.97613907104359e-12,0.939814231366178,0.936470577553187,184.830417586932,NA,NA,NA,-125.615529645723,255.231059291445,257.119937249778,614921.098776475,18,19
"308",154,"ShopeFork","regression coefficient",0.0300042174636271,0.00123314585977854,24.3314424045632,6.34527563473378e-19,0.959482615001746,0.957861919601816,66.5214923126637,NA,NA,NA,-145.518184883395,295.036369766791,297.552562842834,110627.723487594,25,26
"309",155,"BallCreek","regression coefficient",0.0260315739858504,0.00159965719977325,16.2732202809079,3.27328002459577e-12,0.936354761008593,0.93281891439796,187.916258355068,NA,NA,NA,-125.93012568577,255.860251371539,257.749129329872,635625.362775033,18,19
"310",155,"ShopeFork","regression coefficient",0.0297606413136077,0.0012486571725349,23.8341171365641,1.0417062901636e-18,0.957846114486661,0.956159959066128,67.3582430215108,NA,NA,NA,-145.843190033113,295.686380066227,298.20257314227,113428.322573623,25,26
"311",156,"BallCreek","regression coefficient",0.0260911082052011,0.00153275597143864,17.0223497356282,1.52601992467719e-12,0.941512941384474,0.938263660350278,180.057181729288,NA,NA,NA,-125.118408586418,254.236817172835,256.125695131168,583570.596461287,18,19
"312",156,"ShopeFork","regression coefficient",0.0298454985733017,0.00120824436882053,24.7015416280703,4.41417292058597e-19,0.960640220431293,0.959065829248544,65.1781927133489,NA,NA,NA,-144.987781172707,293.975562345415,296.491755421458,106204.920134461,25,26
"313",157,"BallCreek","regression coefficient",0.0261549828041724,0.00146573533020722,17.8442739730335,6.83178451406693e-13,0.946495152100872,0.943522660550921,172.184077332577,NA,NA,NA,-124.268911839018,252.537823678036,254.426701636369,533652.416763672,18,19
"314",157,"ShopeFork","regression coefficient",0.0299319831091643,0.00116790978449421,25.6286774086125,1.81733710014474e-19,0.963333920786802,0.961867277618274,63.0023619144854,NA,NA,NA,-144.105010218596,292.210020437192,294.726213513235,99232.4401700949,25,26
"315",158,"BallCreek","regression coefficient",0.0262232500039089,0.00139863299576117,18.7492001714413,2.92813912721316e-13,0.951289806293956,0.948583684421398,164.301376202747,NA,NA,NA,-123.378539150976,250.757078301953,252.645956260286,485908.959998098,18,19
"316",158,"ShopeFork","regression coefficient",0.0300505389106048,0.00112294991453301,26.7603554902104,6.40011746397809e-20,0.96626711758418,0.964917802287547,60.5770221865965,NA,NA,NA,-143.08433947499,290.168678949979,292.684872026022,91739.3904248852,25,26
"317",159,"BallCreek","regression coefficient",0.026295963460401,0.00133149967896579,19.7491324074714,1.19761081752751e-13,0.95588540537355,0.953434594560969,156.41503548866,NA,NA,NA,-122.443939737063,248.887879474127,250.776757432459,440381.939884539,18,19
"318",159,"ShopeFork","regression coefficient",0.0301713973827138,0.00107795840514871,27.9893892367316,2.15684670432006e-20,0.96907494156644,0.967837939229098,58.1499756844251,NA,NA,NA,-142.02119457344,288.04238914688,290.558582222923,84535.4918024808,25,26
"319",160,"BallCreek","regression coefficient",0.026373179851566,0.00126440215070462,20.8582212841609,4.65788136980088e-14,0.960270635998415,0.958063449109439,148.532898954971,NA,NA,NA,-121.461516563137,246.923033126274,248.811911084607,397116.397295418,18,19
"320",160,"ShopeFork","regression coefficient",0.0302949047761923,0.00103293972166361,29.328821557371,6.93010221968368e-21,0.971757149523868,0.970627435504822,55.7214632877499,NA,NA,NA,-140.912033252651,285.824066505302,288.340259581345,77622.0367732016,25,26
"321",161,"BallCreek","regression coefficient",0.0264549541961634,0.00119742976096725,22.0931156536429,1.71641468801489e-14,0.96443431107083,0.962458439463654,140.665462797819,NA,NA,NA,-120.427498402238,244.854996804476,246.743874762809,356161.903634244,18,19
"322",161,"ShopeFork","regression coefficient",0.0304210903297733,0.000987935106027375,30.7925997812759,2.11674365132114e-21,0.974311132500029,0.97328357780003,53.2937097747814,NA,NA,NA,-139.753808619176,283.507617238352,286.023810314395,71005.4875389658,25,26
"323",162,"BallCreek","regression coefficient",0.0265413446125297,0.00113069940430258,23.4733869245297,5.97023513557322e-15,0.968365547693378,0.966608078120788,132.826458950682,NA,NA,NA,-119.338019198204,242.676038396409,244.564916354741,317571.627552788,18,19
"324",162,"ShopeFork","regression coefficient",0.0305499838584785,0.000942996600065374,32.3967062621017,6.12762544222841e-22,0.976734372856747,0.975803747771017,50.8695225181087,NA,NA,NA,-138.543395876671,281.086791753342,283.602984829385,64692.7080305092,25,26
"325",163,"BallCreek","regression coefficient",0.0266324107614375,0.00106436490604711,25.0218798178402,1.9530528452796e-15,0.972053788925306,0.970501221643378,125.033957711168,NA,NA,NA,-118.189315408689,240.378630817377,242.26750877571,281402.830456528,18,19
"326",163,"ShopeFork","regression coefficient",0.030681615752982,0.000898189808295902,34.1593897744096,1.67611667252451e-22,0.979024450866179,0.978185428900826,48.4524405236208,NA,NA,NA,-137.277683028219,278.555366056438,281.071559132481,58690.9748173753,25,26
"327",164,"BallCreek","regression coefficient",0.0267282138749735,0.000998629154928749,26.7649044122696,5.98950068129958e-16,0.975488864660458,0.974127134919373,117.311792992332,NA,NA,NA,-116.978063993695,237.95612798739,239.845005945723,247717.021951363,18,19
"328",164,"ShopeFork","regression coefficient",0.0308160169803319,0.000853597488262907,36.1013444908833,4.31981485362143e-23,0.981179050771908,0.980426212802784,46.0469281093704,NA,NA,NA,-135.953719963922,275.907439927843,278.423633003886,53007.9897077382,25,26
"329",165,"BallCreek","regression coefficient",0.0268288167862542,0.000933760757653775,28.7320028886906,1.71808092607795e-16,0.978661051899308,0.977475554782603,109.691518784126,NA,NA,NA,-115.70196250688,235.40392501376,237.292802972092,216580.127277029,18,19
"330",165,"ShopeFork","regression coefficient",0.0309532190858891,0.000809324234056918,38.2457583541384,1.04641269971928e-23,0.983195966318751,0.982523804971501,43.6586275559799,NA,NA,NA,-134.568956403461,273.137912806922,275.654105882965,47651.8940017942,25,26
"331",166,"BallCreek","regression coefficient",0.0269342816774051,0.00087011832054487,30.9547345934962,4.6081887587548e-17,0.981561072273658,0.980536687399972,102.215261586147,NA,NA,NA,-114.3607324758,232.721464951601,234.610342909933,188063.274620242,18,19
"332",166,"ShopeFork","regression coefficient",0.031093254196358,0.00076550259989588,40.6180909125418,2.37831194091672e-24,0.98507310574278,0.984476029972492,41.2946894404228,NA,NA,NA,-133.12161416709,270.24322833418,272.759421410223,42631.2843995242,25,26
"333",167,"BallCreek","regression coefficient",0.0270446769976501,0.000808177726340666,33.4637742617645,1.15921865900913e-17,0.984180332785741,0.983301462384949,94.9389246904715,NA,NA,NA,-112.957635479123,229.915270958245,231.804148916578,162241.189584894,18,19
"334",167,"ShopeFork","regression coefficient",0.0312361550238068,0.000722301103788303,43.2453375191875,5.06962555629536e-25,0.986808496207714,0.986280836056022,38.9642043899911,NA,NA,NA,-131.611260693486,267.222521386973,269.738714463015,37955.2305936249,25,26
"335",168,"BallCreek","regression coefficient",0.0271251763906639,0.000749521623644248,36.1899850984668,2.88702011571647e-18,0.986442873877671,0.985689700204208,88.0484263074656,NA,NA,NA,-111.526045808108,227.052091616216,228.940969574549,139545.456753981,18,19
"336",168,"ShopeFork","regression coefficient",0.0311707896119956,0.000707948441254304,44.0297453819786,3.25266755054331e-25,0.987268402556312,0.986759138658564,38.1899565401923,NA,NA,NA,-131.089419236766,266.178838473532,268.695031549574,36461.8195135445,25,26
"337",169,"BallCreek","regression coefficient",0.0267351976966257,0.000791470733938247,33.7791361704495,9.81594687168993e-18,0.98446977267867,0.98360698227193,92.9763070114626,NA,NA,NA,-112.560742779002,229.121485558005,231.010363516338,155602.685978815,18,19
"338",169,"ShopeFork","regression coefficient",0.0308091503642402,0.00074174178679849,41.5362204375985,1.37086571902589e-24,0.985716388329185,0.985145043862353,40.01292318928,NA,NA,NA,-132.301797115669,268.603594231337,271.11978730738,40025.8505537804,25,26
"339",170,"BallCreek","regression coefficient",0.0263384219754604,0.000833771823757507,31.5894843468836,3.21793485645104e-17,0.982281642528623,0.981297289335769,97.9455357464088,NA,NA,NA,-113.550013292137,231.100026584274,232.988904542607,172679.903507719,18,19
"340",170,"ShopeFork","regression coefficient",0.030403787837233,0.000783421731396401,38.8089666379821,7.30322765800875e-24,0.983672252646773,0.983019142752644,42.2613288358432,NA,NA,NA,-133.723216447992,271.446432895984,273.962625972027,44650.4978742819,25,26
"341",171,"BallCreek","regression coefficient",0.0259496575297568,0.000875043544433398,29.6552756658064,9.83229962240927e-17,0.979942845462593,0.978828559099403,102.793841574925,NA,NA,NA,-114.467976971811,232.935953943621,234.824831901954,190198.329583155,18,19
"342",171,"ShopeFork","regression coefficient",0.0300058116752541,0.000824619507007095,36.3874628483606,3.558743315875e-23,0.981468405760735,0.980727141991165,44.4837240957826,NA,NA,NA,-135.055740254255,274.11148050851,276.627673584553,49470.0427357427,25,26
"343",172,"BallCreek","regression coefficient",0.0255687265095793,0.000915235161823383,27.9367834367725,2.8176163741308e-16,0.977456713192036,0.976204308369371,107.515264613708,NA,NA,NA,-115.321217372803,234.642434745606,236.531312703938,208071.578249202,18,19
"344",172,"ShopeFork","regression coefficient",0.0296158159039121,0.000865339488026484,34.2245053111521,1.59972099985972e-22,0.979102524718676,0.978266625707423,46.6803449438951,NA,NA,NA,-136.30893571263,276.617871425259,279.134064501302,54476.3651020257,25,26
"345",173,"BallCreek","regression coefficient",0.0251954456478297,0.000954319370689245,26.4014819584272,7.61625183695654e-16,0.974826521504213,0.973427994921114,112.106597239149,NA,NA,NA,-116.115746943531,236.231493887061,238.120371845394,226222.004601735,18,19
"346",173,"ShopeFork","regression coefficient",0.0292340104567477,0.000905411309916112,32.2880994930981,6.65169040470017e-22,0.976581265041731,0.9756445156434,48.8420011426711,NA,NA,NA,-137.485888760176,278.971777520352,281.487970596395,59638.5268905171,25,26
"347",174,"BallCreek","regression coefficient",0.0245926153968357,0.000924815502251523,26.5919151841242,6.71262041234981e-16,0.975176863234559,0.973797800080923,108.640694316571,NA,NA,NA,-115.519068569539,235.038137139077,236.92701509741,212450.408308561,18,19
"348",174,"ShopeFork","regression coefficient",0.0285572664184123,0.000876753289948725,32.5716102189733,5.3719983789428e-22,0.976977829854499,0.976056943048679,47.2960572952019,NA,NA,NA,-136.649632947634,277.299265895268,279.815458971311,55922.9258917756,25,26
"349",175,"BallCreek","regression coefficient",0.0236861731720003,0.000806601306243968,29.3654039345631,1.16940624931641e-16,0.97955305124308,0.978417109645473,94.7537381603767,NA,NA,NA,-112.920538154042,229.841076308084,231.729954266417,161608.876116574,18,19
"350",175,"ShopeFork","regression coefficient",0.0276022399475901,0.000783620375685698,35.223994684208,7.89994652530401e-23,0.980248549121531,0.979458491086393,42.2720446116443,NA,NA,NA,-133.729808168184,271.459616336368,273.975809412411,44673.1438912212,25,26
"351",176,"BallCreek","regression coefficient",0.0234307494892699,0.000869416153868422,26.9499817607667,5.30599379662285e-16,0.975816252431094,0.974472710899488,102.132776079504,NA,NA,NA,-114.345393696635,232.690787393269,234.579665351602,187759.871094708,18,19
"352",176,"ShopeFork","regression coefficient",0.0272506090190829,0.00082208231850181,33.1482728746013,3.49741207020928e-22,0.977754207016843,0.976864375297516,44.3468566163099,NA,NA,NA,-134.975620159266,273.951240318533,276.467433394576,49166.0922936887,25,26
"353",177,"BallCreek","regression coefficient",0.0228751840917652,0.000842505455964881,27.1513779878937,4.65471569597361e-16,0.976165169863551,0.974841012633748,98.9715002383585,NA,NA,NA,-113.748000242711,231.496000485423,233.384878443756,176316.441469765,18,19
"354",177,"ShopeFork","regression coefficient",0.0266200172703554,0.000796038032261334,33.4406349841539,2.8211851995803e-22,0.978133015553629,0.977258336175775,42.9419094454652,NA,NA,NA,-134.13858733201,272.27717466402,274.793367740063,46100.1896705634,25,26
"355",178,"BallCreek","regression coefficient",0.0223330530601258,0.000816723298725065,27.3446993553245,4.10844526139825e-16,0.976493099022373,0.975187160079171,95.9427972627991,NA,NA,NA,-113.157484417311,230.314968834622,232.203846792955,165690.36623899,18,19
"356",178,"ShopeFork","regression coefficient",0.0260041081186299,0.000770825832996443,33.7353874318712,2.27583738855319e-22,0.97850528069482,0.977645491922613,41.581848827911,NA,NA,NA,-133.301789983053,270.603579966106,273.119773042149,43226.2537986811,25,26
